,header,line,caption,tag,normed,,
2183,p142b1,recepcionista,14.2. Alojamiento,CERE::b1::p142,recepcionista,14.2. Accommodation --- Receptionist, Receptionist
2184,p142b1,salida de emergencia,14.2. Alojamiento,CERE::b1::p142,salida de emergencia,14.2. Accommodation --- Emergency output, Emergency output
2185,p142b1,entrada,14.2. Alojamiento,CERE::b1::p142,entrada,14.2. Accommodation --- Input, Input
2186,p142b1,recepción,14.2. Alojamiento,CERE::b1::p142,recepción,14.2. Accommodation --- Reception, Reception
2187,p142b1,tienda de campaña,14.2. Alojamiento,CERE::b1::p142,tienda de campaña,14.2. Accommodation --- tent, tent
2188,p142b1,pensión,14.2. Alojamiento,CERE::b1::p142,pensión,14.2. Accommodation --- pension, pension
2189,p142b1,nevera portátil,14.2. Alojamiento,CERE::b1::p142,nevera portátil,14.2. Accommodation --- Portable fridge, Portable fridge
2190,p142b1,hostal,14.2. Alojamiento,CERE::b1::p142,hostal,14.2. Accommodation --- Hostal, Hostal
2191,p142b1,manta,14.2. Alojamiento,CERE::b1::p142,manta,14.2. Accommodation --- Manta, Manta
2192,p142b1,haber aparcamiento,14.2. Alojamiento,CERE::b1::p142,a haber aparcamiento,14.2. Accommodation --- There is parking, There is parking
2193,p142b1,haber instalaciones para minusválidos,14.2. Alojamiento,CERE::b1::p142,a haber instalaciones para minusválidos,14.2. Accommodation --- There are facilities for disabled, There are facilities for disabled
2194,p142b1,haber sala de reuniones,14.2. Alojamiento,CERE::b1::p142,a haber sala de reuniones,14.2. Accommodation --- There are meeting room, There are meeting room
2195,p142b1,haber servicio de habitaciones,14.2. Alojamiento,CERE::b1::p142,a haber servicio de habitaciones,14.2. Accommodation --- There are room service, There are room service
2196,p142b1,hacer camping,14.2. Alojamiento,CERE::b1::p142,a hacer camping,14.2. Accommodation --- To make camping, To make camping
2197,p142b1,haber plazas libres,14.2. Alojamiento,CERE::b1::p142,a haber plazas libres,14.2. Accommodation --- There are free squares, There are free squares
2198,p142b1,estar completo,14.2. Alojamiento,CERE::b1::p142,a estar completo,14.2. Accommodation --- To be complete, To be complete
2199,p142b1,saco de dormir,14.2. Alojamiento,CERE::b1::p142,saco de dormir,14.2. Accommodation --- Sleeping, Sleeping
2200,p142b1,conserje,14.2. Alojamiento,CERE::b1::p142,conserje,14.2. Accommodation --- Conserje, Conserje
2201,p143b1,andén,14.3. Sistema de transporte,CERE::b1::p143,andén,14.3. Transport System --- Goose, Goose
2202,p143b1,carril bus,14.3. Sistema de transporte,CERE::b1::p143,carril bus,14.3. Transport System --- Carril Bus, Carril Bus
2203,p143b1,vía,14.3. Sistema de transporte,CERE::b1::p143,vía,14.3. Transport system --- via, via
2204,p143b1,autopista,14.3. Sistema de transporte,CERE::b1::p143,autopista,14.3. Transport system --- Highway, Highway
2205,p143b1,parar,14.3. Sistema de transporte,CERE::b1::p143,a parar,14.3. Transport system ---,#VALUE!
2206,p143b1,salir con retraso,14.3. Sistema de transporte,CERE::b1::p143,a salir con retraso,14.3. Transport system --- To go out late, To go out late
2207,p143b1,túnel,14.3. Sistema de transporte,CERE::b1::p143,túnel,14.3. Transport System --- Tunnel, Tunnel
2208,p143b1,carril bici,14.3. Sistema de transporte,CERE::b1::p143,carril bici,14.3. Transport system --- Bike lane, Bike lane
2209,p143b1,paso de cebra,14.3. Sistema de transporte,CERE::b1::p143,paso de cebra,14.3. Transport system --- zebra step, zebra step
2210,p143b1,paso de peatones,14.3. Sistema de transporte,CERE::b1::p143,paso de peatones,14.3. Transport system --- Pedestrian step, Pedestrian step
2211,p143b1,ir con retraso,14.3. Sistema de transporte,CERE::b1::p143,a ir con retraso,14.3. Transport system --- To go late, To go late
2212,p143b1,haber un embotellamiento,14.3. Sistema de transporte,CERE::b1::p143,a haber un embotellamiento,14.3. Transport system --- There is bottling, There is bottling
2213,p143b1,haber (un) atasco,14.3. Sistema de transporte,CERE::b1::p143,a haber (un) atasco,14.3. Transport system --- There are (a) jam, There are (a) jam
2214,p143b1,haber caravana,14.3. Sistema de transporte,CERE::b1::p143,a haber caravana,14.3. Transport system --- There are caravan, There are caravan
2215,p143b1,semáforo,14.3. Sistema de transporte,CERE::b1::p143,semáforo,14.3. Transport system --- traffic light, traffic light
2216,p143b1,llegar con retraso,14.3. Sistema de transporte,CERE::b1::p143,a llegar con retraso,14.3. Transport system --- To arrive late, To arrive late
2217,p151b1,tener cambio,15.1. Finanzas y bolsa,CERE::b1::p151,a tener cambio,15.1. Finance and Bag --- To have change, To have change
2218,p151b1,gastar,15.1. Finanzas y bolsa,CERE::b1::p151,a gastar,15.1. Finance and Bag --- To spend, To spend
2219,p151b1,pagar en efectivo,15.1. Finanzas y bolsa,CERE::b1::p151,a pagar en efectivo,15.1. Finance and Bag --- To pay in cash, To pay in cash
2220,p151b1,pagar en metálico,15.1. Finanzas y bolsa,CERE::b1::p151,a pagar en metálico,15.1. Finance and Bag --- To pay in cash, To pay in cash
2221,p151b1,llevar suelto,15.1. Finanzas y bolsa,CERE::b1::p151,a llevar suelto,15.1. Finance and Bag --- To carry loose, To carry loose
2222,p151b1,países en vías de desarrollo,15.1. Finanzas y bolsa,CERE::b1::p151,países en vías de desarrollo,15.1. Finance and Bag --- Developing countries, Developing countries
2223,p151b1,países ricos,15.1. Finanzas y bolsa,CERE::b1::p151,países ricos,15.1. Finance and Bag --- rich countries, rich countries
2224,p151b1,Tercer Mundo,15.1. Finanzas y bolsa,CERE::b1::p151,a Tercer Mundo,15.1. Finance and Bag --- To Third World, To Third World
2225,p151b1,riqueza,15.1. Finanzas y bolsa,CERE::b1::p151,riqueza,15.1. Finance and Bag --- Wealth, Wealth
2226,p151b1,pobreza,15.1. Finanzas y bolsa,CERE::b1::p151,pobreza,15.1. Finance and Bag --- Poverty, Poverty
2227,p151b1,países pobres,15.1. Finanzas y bolsa,CERE::b1::p151,países pobres,15.1. Finance and Bag --- Poor countries, Poor countries
2228,p151b1,hipoteca,15.1. Finanzas y bolsa,CERE::b1::p151,hipoteca,15.1. Finance and Bag --- Mortgage, Mortgage
2229,p151b1,economista,15.1. Finanzas y bolsa,CERE::b1::p151,economista,15.1. Finance and Bag --- Economist, Economist
2230,p151b1,economía,15.1. Finanzas y bolsa,CERE::b1::p151,economía,15.1. Finance and Bag --- Economy, Economy
2231,p152b1,pagar impuestos,15.2. Renta,CERE::b1::p152,a pagar impuestos,15.2. Rent --- to pay taxes, to pay taxes
2232,p153b1,disminuir el precio,15.3. Comercio,CERE::b1::p153,a disminuir el precio,15.3. Commerce --- To reduce the price, To reduce the price
2233,p153b1,bajar el precio,15.3. Comercio,CERE::b1::p153,a bajar el precio,15.3. Commerce --- To lower the price, To lower the price
2234,p153b1,subir el precio,15.3. Comercio,CERE::b1::p153,a subir el precio,15.3. Commerce --- To upload the price, To upload the price
2235,p153b1,hacer (un) descuento,15.3. Comercio,CERE::b1::p153,a hacer (un) descuento,15.3. Commerce --- To make (a) discount, To make (a) discount
2236,p153b1,tener (un) descuento,15.3. Comercio,CERE::b1::p153,a tener (un) descuento,15.3. Commerce --- To have (a) discount, To have (a) discount
2237,p153b1,pagar con cheque,15.3. Comercio,CERE::b1::p153,a pagar con cheque,15.3. Commerce --- To pay by check, To pay by check
2238,p153b1,pagar en metálico,15.3. Comercio,CERE::b1::p153,a pagar en metálico,15.3. Commerce --- To pay in metallic, To pay in metallic
2239,p153b1,aumentar el precio,15.3. Comercio,CERE::b1::p153,a aumentar el precio,15.3. Commerce --- Increase the price, Increase the price
2240,p153b1,deber dinero,15.3. Comercio,CERE::b1::p153,a deber dinero,15.3. Commerce --- Due Money, Due Money
2241,p153b1,pagar impuestos,15.3. Comercio,CERE::b1::p153,a pagar impuestos,15.3. Commerce --- To pay taxes, To pay taxes
2242,p153b1,compra,15.3. Comercio,CERE::b1::p153,compra,15.3. Commerce --- Buy, Buy
2243,p153b1,exportación,15.3. Comercio,CERE::b1::p153,exportación,15.3. Commerce --- Export, Export
2244,p153b1,comercio,15.3. Comercio,CERE::b1::p153,comercio,15.3. Commerce --- Commerce, Commerce
2245,p153b1,venta,15.3. Comercio,CERE::b1::p153,venta,15.3. Commerce --- Sale, Sale
2246,p153b1,importación,15.3. Comercio,CERE::b1::p153,importación,15.3. Commerce --- Import, Import
2247,p154b1,fabricar,15.4. Entidades y empresas,CERE::b1::p154,a fabricar,15.4. Entities and companies --- to manufacture, to manufacture
2248,p154b1,producir,15.4. Entidades y empresas,CERE::b1::p154,a producir,15.4. Entities and companies --- to produce, to produce
2249,p154b1,trabajador,15.4. Entidades y empresas,CERE::b1::p154,trabajador,15.4. Entities and companies --- worker, worker
2250,p154b1,huelga,15.4. Entidades y empresas,CERE::b1::p154,huelga,15.4. Entities and companies --- strike, strike
2251,p154b1,puesto de trabajo,15.4. Entidades y empresas,CERE::b1::p154,puesto de trabajo,15.4. Entities and companies --- Workplace, Workplace
2252,p154b1,fabricación,15.4. Entidades y empresas,CERE::b1::p154,fabricación,15.4. Entities and companies --- manufacturing, manufacturing
2253,p154b1,producción,15.4. Entidades y empresas,CERE::b1::p154,producción,15.4. Entities and companies --- production, production
2254,p154b1,empleado,15.4. Entidades y empresas,CERE::b1::p154,empleado,15.4. Entities and companies --- employee, employee
2255,p154b1,actividad,15.4. Entidades y empresas,CERE::b1::p154,actividad,15.4. Entities and companies --- activity, activity
2256,p154b1,compañía,15.4. Entidades y empresas,CERE::b1::p154,compañía,15.4. Entities and companies --- Company, Company
2257,p154b1,organización,15.4. Entidades y empresas,CERE::b1::p154,organización,15.4. Entities and companies --- organization, organization
2258,p154b1,agencia,15.4. Entidades y empresas,CERE::b1::p154,agencia,15.4. Entities and companies --- Agency, Agency
2259,p154b1,laboratorio,15.4. Entidades y empresas,CERE::b1::p154,laboratorio,15.4. Entities and companies --- laboratory, laboratory
2260,p155b1,transportes,15.5. Industria y energía,CERE::b1::p155,transportes,15.5. Industry and Energy --- Transport, Transport
2261,p155b1,materia prima,15.5. Industria y energía,CERE::b1::p155,materia prima,15.5. Industry and energy --- raw material, raw material
2262,p155b1,energía,15.5. Industria y energía,CERE::b1::p155,energía,15.5. Industry and Energy --- Energy, Energy
2263,p155b1,producción,15.5. Industria y energía,CERE::b1::p155,producción,15.5. Industry and Energy --- Production, Production
2264,p155b1,producir,15.5. Industria y energía,CERE::b1::p155,a producir,15.5. Industry and Energy --- To produce, To produce
2265,p155b1,fabricar,15.5. Industria y energía,CERE::b1::p155,a fabricar,15.5. Industry and Energy --- To manufacture, To manufacture
2266,p155b1,fabricación,15.5. Industria y energía,CERE::b1::p155,fabricación,15.5. Industry and Energy --- Manufacturing, Manufacturing
2267,p155b1,industria,15.5. Industria y energía,CERE::b1::p155,industria,15.5. Industry and Energy --- Industry, Industry
2268,p155b1,agricultura,15.5. Industria y energía,CERE::b1::p155,agricultura,15.5. Industry and Energy --- Agriculture, Agriculture
2269,p155b1,comercio,15.5. Industria y energía,CERE::b1::p155,comercio,15.5. Industry and Energy --- Commerce, Commerce
2270,p155b1,construcción,15.5. Industria y energía,CERE::b1::p155,construcción,15.5. Industry and Energy --- Construction, Construction
2271,p155b1,ganadería,15.5. Industria y energía,CERE::b1::p155,ganadería,15.5. Industry and Energy --- Livestock, Livestock
2272,p155b1,pesca,15.5. Industria y energía,CERE::b1::p155,pesca,15.5. Industry and energy --- fishing, fishing
2273,p161b1,laboratorio,16.1. Cuestiones generales,CERE::b1::p161,laboratorio,16.1. General issues --- Laboratory, Laboratory
2274,p161b1,materia,16.1. Cuestiones generales,CERE::b1::p161,materia,16.1. GENERAL Issues --- Matter, Matter
2275,p161b1,invento,16.1. Cuestiones generales,CERE::b1::p161,invento,16.1. General issues --- invention, invention
2276,p161b1,método,16.1. Cuestiones generales,CERE::b1::p161,método,16.1. General issues --- Method, Method
2277,p161b1,análisis,16.1. Cuestiones generales,CERE::b1::p161,análisis,16.1. General issues --- Analysis, Analysis
2278,p161b1,descubrimiento,16.1. Cuestiones generales,CERE::b1::p161,descubrimiento,16.1. General issues --- Discovery, Discovery
2279,p161b1,estudio,16.1. Cuestiones generales,CERE::b1::p161,estudio,16.1. General issues --- Study, Study
2280,p161b1,experimento,16.1. Cuestiones generales,CERE::b1::p161,experimento,16.1. General issues --- experiment, experiment
2281,p161b1,conocer,16.1. Cuestiones generales,CERE::b1::p161,a conocer,16.1. General issues --- To know, To know
2282,p161b1,inventar,16.1. Cuestiones generales,CERE::b1::p161,a inventar,16.1. General issues --- To invent, To invent
2283,p162b1,biólogo,16.2. Biología,CERE::b1::p162,biólogo,16.2. Biology --- Biologist, Biologist
2284,p162b1,veterinario,16.2. Biología,CERE::b1::p162,veterinario,16.2. Biology --- veterinarian, veterinarian
2285,p162b1,biología,16.2. Biología,CERE::b1::p162,biología,16.2. Biology --- Biology, Biology
2286,p162b1,vida,16.2. Biología,CERE::b1::p162,vida,16.2. Biology --- Life, Life
2287,p162b1,ecología,16.2. Biología,CERE::b1::p162,ecología,16.2. Biology --- Ecology, Ecology
2288,p162b1,genética,16.2. Biología,CERE::b1::p162,genética,16.2. Biology --- Genetics, Genetics
2289,p162b1,ecológico,16.2. Biología,CERE::b1::p162,ecológico,16.2. Biology --- Ecological, Ecological
2290,p162b1,veterinaria,16.2. Biología,CERE::b1::p162,veterinaria,16.2. Biology --- Veterinary, Veterinary
2291,p163b1,restar,16.3. Matemáticas,CERE::b1::p163,a restar,16.3. Mathematics --- to subtract, to subtract
2292,p163b1,sumar,16.3. Matemáticas,CERE::b1::p163,a sumar,16.3. Mathematics --- To add, To add
2293,p163b1,triángulo,16.3. Matemáticas,CERE::b1::p163,triángulo,16.3. Mathematics --- Triangle, Triangle
2294,p163b1,círculo,16.3. Matemáticas,CERE::b1::p163,círculo,16.3. Mathematics --- Circle, Circle
2295,p163b1,dividir,16.3. Matemáticas,CERE::b1::p163,a dividir,16.3. Mathematics --- to divide, to divide
2296,p163b1,multiplicar,16.3. Matemáticas,CERE::b1::p163,a multiplicar,16.3. Mathematics --- to multiply, to multiply
2297,p164b1,pegar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a pegar una palabra,16.4. Computer science and new technologies --- To hit a word, To hit a word
2298,p164b1,insertar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a insertar una palabra,16.4. Computer science and new technologies --- to insert a word, to insert a word
2299,p164b1,seleccionar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a seleccionar una palabra,16.4. Computer science and new technologies --- To select a word, To select a word
2300,p164b1,buscar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a buscar una palabra,16.4. Computer science and new technologies --- To look for a word, To look for a word
2301,p164b1,contraseña,16.4. Informática y nuevas tecnologías,CERE::b1::p164,contraseña,16.4. Computer science and new technologies --- password, password
2302,p164b1,usuario,16.4. Informática y nuevas tecnologías,CERE::b1::p164,usuario,16.4. Computer science and new technologies --- User, User
2303,p164b1,cortar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a cortar una palabra,16.4. Computer science and new technologies --- To cut a word, To cut a word
2304,p164b1,descargar(se) un programa,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a descargarse un programa,16.4. Computer science and new technologies --- to download a program, to download a program
2305,p164b1,(des)instalar un programa,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a (des)instalar un programa,16.4. Computer science and new technologies --- A (des) Install a program, A (des) Install a program
2306,p164b1,copiar una palabra,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a copiar una palabra,16.4. Computer science and new technologies --- To copy a word, To copy a word
2307,p164b1,bajar(se) un programa,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a bajarse un programa,16.4. Computer science and new technologies --- to download a program, to download a program
2308,p164b1,guardar un documento,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a guardar un documento,16.4. Computer science and new technologies --- To save a document, To save a document
2309,p164b1,teclado,16.4. Informática y nuevas tecnologías,CERE::b1::p164,teclado,16.4. Computer science and new technologies --- keyboard, keyboard
2310,p164b1,eliminar un documento,16.4. Informática y nuevas tecnologías,CERE::b1::p164,a eliminar un documento,16.4. Computer science and new technologies --- to eliminate a document, to eliminate a document
2311,p164b1,tecla,16.4. Informática y nuevas tecnologías,CERE::b1::p164,tecla,16.4. Computer science and new technologies --- key, key
2312,p164b1,pantalla,16.4. Informática y nuevas tecnologías,CERE::b1::p164,pantalla,16.4. Computer science and new technologies --- screen, screen
2313,p164b1,cibercafé,16.4. Informática y nuevas tecnologías,CERE::b1::p164,cibercafé,16.4. Computer science and new technologies --- Cybercafé, Cybercafé
